2010-6 ; 0 ; 0
2010-7 ; 0 ; 0
2010-8 ; 0 ; 0
2010-9 ; 0 ; 0
2010-10 ; 0 ; 0
2010-11 ; 0 ; 0
2010-12 ; 0 ; 0
2011-1 ; 0 ; 0
2011-2 ; 0 ; 0
2011-3 ; 0 ; 0
2011-4 ; 0 ; 0
2011-5 ; 0 ; 0
2011-6 ; 0 ; 0
2011-7 ; 0 ; 0
2011-8 ; 0 ; 0
2011-9 ; 0 ; 0
2011-10 ; 0 ; 0
2011-11 ; 0 ; 0
2011-12 ; 0 ; 0
2012-1 ; 0 ; 0
2012-2 ; 0 ; 0
2012-3 ; 0 ; 0
2012-4 ; 0 ; 0
2012-5 ; 0 ; 0
2012-6 ; 0 ; 0
2012-7 ; 0 ; 0
2012-8 ; 0 ; 0
2012-9 ; 0 ; 0
2012-10 ; 0 ; 0
2012-11 ; 0 ; 0
2012-12 ; 0 ; 0
2013-1 ; 0 ; 0
2013-2 ; 0 ; 0
2013-3 ; 0 ; 0
2013-4 ; 0 ; 0
2013-5 ; 0 ; 0
2013-6 ; 0 ; 0
2013-7 ; 0 ; 0
2013-8 ; 0 ; 0
2013-9 ; 0 ; 0
2013-10 ; 0 ; 0
2013-11 ; 0 ; 0
2013-12 ; 0 ; 0
2014-1 ; 0 ; 0
2014-2 ; 0 ; 0
2014-3 ; 0 ; 0
2014-4 ; 0 ; 0
2014-5 ; 0 ; 0
2014-6 ; 0 ; 0
2014-7 ; 3 ; 0
2014-8 ; 3 ; 0
2014-9 ; 3 ; 0
2014-10 ; 9 ; 0
2014-11 ; 5 ; 0
2014-12 ; 5 ; 0
2015-1 ; 5 ; 0
2015-2 ; 7 ; 0
2015-3 ; 7 ; 0
2015-4 ; 7 ; 0
2015-5 ; 7 ; 0
2015-6 ; 7 ; 0
2015-7 ; 7 ; 0
2015-8 ; 7 ; 0
2015-9 ; 7 ; 0
2015-10 ; 7 ; 0
2015-11 ; 7 ; 0
2015-12 ; 7 ; 0
2016-1 ; 7 ; 0
2016-2 ; 7 ; 0
2016-3 ; 7 ; 0
2016-4 ; 7 ; 0
2016-5 ; 7 ; 0
2016-6 ; 7 ; 0
2016-7 ; 7 ; 0
2016-8 ; 7 ; 0
2016-9 ; 7 ; 0
2016-10 ; 7 ; 0
2016-11 ; 7 ; 0
2016-12 ; 7 ; 0
2017-1 ; 7 ; 0
2017-2 ; 7 ; 0
2017-3 ; 7 ; 0
2017-4 ; 7 ; 0
2017-5 ; 7 ; 0
2017-6 ; 7 ; 0
2017-7 ; 3 ; 0
2017-8 ; 1 ; 0
2017-9 ; 0 ; 1
2017-10 ; 0 ; 1
2017-11 ; 0 ; 0
2017-12 ; 0 ; 0
2018-1 ; 0 ; 0
2018-2 ; 0 ; 0
2018-3 ; 0 ; 0
2018-4 ; 0 ; 0
2018-5 ; 0 ; 0
2018-7 ; 0 ; 0
2018-8 ; 1 ; 0
2018-9 ; 0 ; 0
2018-10 ; 1 ; 0
2018-11 ; 1 ; 0
2018-12 ; 1 ; 0
2019-1 ; 1 ; 0
2019-2 ; 2 ; 0
2019-3 ; 0 ; 0
2019-4 ; 2 ; 0
2019-5 ; 2 ; 0
2019-6 ; 2 ; 0
2019-7 ; 3 ; 0
2019-8 ; 3 ; 1
2019-9 ; 0 ; 0
2019-10 ; 4 ; 0
2019-11 ; 31 ; 1
2019-12 ; 32 ; 1
2020-1 ; 36 ; 1
2020-2 ; 36 ; 1
